"Season","Name","WAR","playerid"
"2014","Esmil Rogers","-0.3","6317"
"2013","Ramon Ortiz","-0.2","27"
"1997","Omar Daal","0.2","646"
"1998","Robert Person","-0.9","966"
"1997","Tim Crabtree","-0.3","1002715"
"2000","Eric Gunderson","0.1","1005144"
"2012","Jesse Chavez","-0.2","5448"
"2009","Josh Roenicke","0.0","3241"
"2014","J.A. Happ","-0.2","7410"
"2004","Mike Nakamura","-0.2","1734"
"1995","Danny Cox","0.0","1002695"
"2006","Shaun Marcum","0.0","6204"
"2015","Todd Redmond","-0.1","9943"
"2000","Pete Munro","0.1","1546"
"2002","Justin Miller","-0.3","1313"
"1996","Woody Williams","0.0","1190"
"2013","Kyle Drabek","-0.1","4359"
"2016","Arnold Leon","-0.2","5595"
"2005","Dave Bush","0.0","4635"
"1996","Brian Bohanon","-0.4","1001126"
"2003","Kelvim Escobar","0.1","1298"
"2014","Marcus Stroman","0.1","13431"
"2006","Dustin McGowan","-0.2","8600"
"2001","Lance Painter","-0.2","1675"
"2013","Edgar Gonzalez","-0.2","1727"
"2007","Jordan De Jong","0.1","4329"
"2000","Darwin Cubillan","-0.3","771"
"2010","Jeremy Accardo","0.0","6428"
"2014","Neil Wagner","0.0","8162"
"2014","Bobby Korecky","0.0","4608"
"1992","David Weathers","-0.1","902"
"2009","Brian Wolfe","-0.4","8515"
"1997","Bill Risley","-0.3","1010986"
"1999","Dan Plesac","0.2","1319"
"2016","Scott Feldman","0.0","6283"
"2004","Justin Miller","0.0","1313"
"2000","Matt DeWitt","-0.3","1028"
"2014","Sergio Santos","-0.6","4734"
"1997","Huck Flener","0.0","1004148"
"1992","Al Leiter","0.0","883"
"1994","Aaron Small","-0.1","1477"
"1994","Randy St. Claire","0.0","1012443"
"1997","Robert Person","0.0","966"
"1997","Erik Hanson","0.1","1005333"
"2012","Jeff Mathis","0.0","3448"
"2013","Justin Germano","0.0","1938"
"2013","Ricky Romero","-0.1","3403"
"2014","Sean Nolin","-0.1","11341"
"2016","Darwin Barney","-0.2","2430"
"2016","Francisco Liriano","0.0","3201"
"1995","Brad Cornett","-0.1","1002631"
"2011","Rommie Lewis","-0.1","3588"
"2016","Franklin Morales","-0.1","5088"
"2012","Sergio Santos","-0.2","4734"
"1998","Ben Van Ryn","0.1","1013362"
"1998","Erik Hanson","-0.2","1005333"
"2003","Josh Towers","-0.6","1489"
"1998","Luis Andujar","0.0","1000267"
"1998","Nerio Rodriguez","-0.2","403"
"1999","Robert Person","-0.3","966"
"2012","David Pauley","-0.1","3625"
"2011","Kyle Drabek","-0.1","4359"
"1995","Danny Darwin","0.0","1002996"
"1992","Ricky Trlicek","0.0","1013188"
"1999","Joey Hamilton","0.0","328"
"2014","Jeremy Jeffress","0.0","9490"
"1996","Giovanni Carrara","-0.5","643"
"2011","David Purcey","0.0","8360"
"2015","Drew Hutchison","-0.1","10732"
"1999","Mike Romano","-0.1","1011167"
"2016","Matt Dermody","0.0","14844"
"1999","John Hudek","0.0","1006128"
"2007","B.J. Ryan","-0.1","168"
"1998","Kelvim Escobar","-0.2","1298"
"1999","Steve Sinclair","-0.3","1012004"
"2012","Robert Coello","-0.1","1149"
"2001","Kevin Beirne","-0.1","638"
"2002","Luke Prokopec","-0.5","1320"
"1996","Jose Silva","0.0","354"
"1999","Nerio Rodriguez","-0.3","403"
"1999","John Bale","0.0","864"
"2016","Dustin Antolin","-0.1","7119"
"2011","Danny Farquhar","0.0","8501"
"2003","John Wasdin","0.0","1768"
"2000","John Bale","-0.1","864"
"2011","Wil Ledezma","-0.1","1669"
"2013","Dave Bush","-0.2","4635"
"2005","Justin Miller","-0.4","1313"
"2005","Chad Gaudin","-0.2","1783"
"2004","Adam Peterson","-0.1","4523"
"2008","A.J. Burnett","0.0","512"
"2012","Bobby Korecky","-0.1","4608"
"2016","Drew Hutchison","0.0","10732"
"2002","Pasqual Coco","-0.1","1294"
"2002","Bob File","0.0","1301"
"2005","Matt Whiteside","-0.2","1956"
"2010","Merkin Valdez","0.0","7019"
"2001","Roy Halladay","0.0","1303"
"1999","Eric Ludwick","0.0","1007816"
"2011","Brad Mills","0.0","4420"
"2016","Scott Diamond","0.0","5089"
"1995","Duane Ward","-0.1","1013609"
"2014","Brad Mills","-0.3","4420"
"2012","David Carpenter","-0.1","3959"
"2012","Ryota Igarashi","0.0","10232"
"2012","Sam Dyson","0.0","11710"
"2004","Dave Maurer","-0.2","394"
"2003","Doug Davis","-0.1","1244"
"2011","Brian Tallet","-0.1","1646"
"1994","Paul Spoljaric","-0.2","1012349"
